"author" "date" "body"
"807" "anonnyscouse" 2013-05-20 " bluedylan  he was wearing the same helmet as the unsullied wear no need for a change of face he may or may not be a facechanger but it had no bearing on that scene "
"808" "NZerDan" 2013-05-20 " now will all book readers take the vow 830 gathers and now my watch begins it shall not end until 930 i shall take tell no wife hold all plotlines father no spoilers i shall wear no frowns and spoil no story i shall live and die by my post i am the keyboard in the darkness i am the watcher of the tv series i am the blogger that enjoys hbo’s gratuitous nudity  the blogger that does not say “that wasn’t in the books” the horn that wakes the trolls the shield that guards the realms of bloggers i pledge my life and honor to the guardian got blog series for this night and all nights to come nerdy eh great episode got to admit i like the second sons bunch of gold and arsegrabbing bastards that they are mero could not have been trained by syrio forel in braavos otherwise daarios head would have been in a bag "
"809" "Woof73" 2013-05-20 " the red priestess is a liar i think ive suspected all along but its only when speaking with davos that i truly understood the facts are right there  my vision the act he witnessed  and still we argue over the right or wrong of it were of the same mind davos and i similar in so many ways that as chinofjim so rightly pointed out its hard to tell whos locked up so why is it we argue about this then i realised  i believe in the god but i dont believe in her how can i be the one true king as she asserts when theres as much power in three leeches worth of blood from my brothers bastard as there was in my seed that made the thing that killed renly she has manoevered herself into my castle and remodelled her quarters into some garish sex dungeon that i have never been invited to and having used me up shes onto her next victim my first thought was to check the floor for wax deposits from all the dripping candles but there were none the second was that ive had the maesters draw pints of blood from me using leeches before now and not one of them has felt the need to perform the task naked she played me like she played gendry and countless others  i didnt see the knife either well no more of that davos is free and so am i she may not want my blood any more but there is power in it and by the god i am a king it is time to act accordingly no more shagging on the uncomfortable map and for the record i deny the insinuation that i have covered it with random scrolls so it doesnt remind me of that night  i am a very busy man from here on out she works for me in other despatches  good to have davos back i knew i had missed him when he reported on the quality and regularity of his prison meals without a hint of opinion that dragonglass dagger that sam dropped had about 3 seconds previously somehow caused a white walker to turn to ice and fcking shatter next time that happens you can steam into the swirling flakes of recentlydisintegrated magical ice bastard and pick the thing up yourself but me im inclined to give him a break for his screw this were out of here attitude also sam and crows again wasnt that his job at castle black hmm i wonder whether any of them had three eyes or whether anyone else was watching through them hmm the next time im invading kings landing someone remind me to pillage tywin lannisters tailor dude always looks sharp say what you like about the hound hes honest and hes fair i have received several references to ser friendzone in despatches in reference to ser jorah mormont this is to desist immediately it seemed to me that margaery did not look scared after cersei threatened her in her eyes was a look that i am reliably informed translates as oh its on bitch stannis baratheon "
"810" "anonnyscouse" 2013-05-20 " deletethispost  page 345 just looked it up as starting to doubt myself its much clearer in the book what is happening "
"811" "TheNorthRemembers" 2013-05-20 " pohjantuuli  i loved queen of thorns tracing the convoluted family tree here are the im my own grandpa lyrics a hrefhttpwwwyoutubecomwatchv7avg6qitcahttpwwwyoutubecomwatchv7avg6qitca "
"812" "DeleteThisPost" 2013-05-20 " singist 20 may 2013 531pm well apart from mine of course which is full of rainbows and starlight i thought it would be full of sugar and spice and everything nice "
"813" "MRONeill" 2013-05-20 " spacedone  ha i was afraid this thread was going to disintegrate i dont actively seek out penis on televisionim just saying with all of the female nudity in got it is only fair to even things out a bit im guessing that actors are simply less willing to bare it all than the actresses are  there are different unfair standardsexpectations i realize this is commonplace in even 21st century entertainment  but got is in the position content  the network to break the mold so to speak "
"814" "TheNorthRemembers" 2013-05-20 " moreisless  stanniss choice should have beeen1tywin 2joffrey 3tommen but the only king out of those three is joffrey i am surprised though that dany is not on the sannis list is it maybe a matter of spies and who has them information is power etc ie because tywin is the main character that has a spy varys and formerly he also had littlefinger on tap before he left for the eyrie tywin and joffrey know that dany is worlds away with an army and dragons everyone else in westeros seems to know that robb his mother his uncle and presumably part of his army will be at the twin towers yet robb and his mother seem to have little or no idea whats going on with sansa and arya robb and cat havent yet encountered anyone who would admit that arya is even missing though nobody knows where she is because she barely uses her name keeps to small groups and most people she meets end up loyal to her dead or never learning her real name robb has no spies but seems to have one in his own camp quite possibly passing on news to varys or tywin of his movements whilst dany is travelling to major ghiscarian cities that are rife with varys spies and other travellers and lettersenders stannis seems to have few spies being all lockered up on dragonstone in splendid isolation but now that davos is free to assist stannis who seems very shortstaffed may learn more about what is going on maybe there will be a leech for dany next week it was interesting that stannis spoke of a ‘battle in the snow ‘  what was that about tywin was once asked in a message sent by ravens to help fortify the wall against wights and white walkers by sending more men to take the black but he ignored it it does sound as if stannis might be more receptive to dealing with external threats such as dragons wildlings and wights "
"815" "anonnyscouse" 2013-05-20 " nzerdan  my point is the tv series doesnt make the meaning of the leeches burning clear as it is in the books the only relatable thing on tv series is aryas list but this is a lot more significant "
"816" "NZerDan" 2013-05-20 " moreisless  stannis will only name the men who name themselves kings if the magic works then surely they will turn to himthat is the way stannis is thinking "
"817" "Spacedone" 2013-05-20 " greenseer  they arent the same characters i agree but since jaqen could change his face at will i dont think naming the actor means much "
"818" "Bluedylan" 2013-05-20 " spacedone  yeah im gonna find that quite hard because the show seems to be taking over part of my brain but excellent advice nonetheless ill try "
"819" "MRONeill" 2013-05-20 " seeknsanity  well male viewerscrasslyneed to grow a pair  "
"820" "DeleteThisPost" 2013-05-20 " anonnyscouse 20 may 2013 603pm get ciffix for chrome not the exact reason he was naming them which singist alluded to but the tv series has left out but the books mentioned explicitly i cant remember for sure but i believe that the reason for the leeches being used in the books also wasnt explained until later so a nonbook reading fan of the show should find out in due course just like in the book "
"821" "Spacedone" 2013-05-20 " sarahhughes  speaking of making stannis believe did anyone else think that stannis was beginning to consider if he might be one of melisandres lambs being led to the slaughter stannis youve slaughtered many lambsmelisandre and none have seen the blade i think thats part of the reason he went to davos not just because davos is his conscience "
"822" "NZerDan" 2013-05-20 " ninnyhammer  i really hope they dont clone the white walkers give them all a different look "
"823" "seeknsanity" 2013-05-20 " thenorthremembers  very true it seems the ones you expect to be the worst are really not with the exception of the lannister clan sans tyrion they really are that bad ok well maybe not jaime either but power mad tywin and his disturbed daughter queen and her psychotic offspring definitely are lol funny at the thought of melisandre just wanting to get some of gendry though i think it was simply to disarm him "
"824" "jennifera30" 2013-05-20 " no episode next week that is just shocking probably what is going to be the must watch tv episode of all time delayed so some americans can have a bank holiday i most certainly do not approve of this anyway i love tyrion even more after this episode even if his drunk acting wasnt the best love davos too for the look on his face when he managed to read the sentence right i had forgotten how good stephen dillane was because there has been far too little of stannis this series although he fares a lot better than balon who he greyjoy who hadnt even been mentioned until he was condemned to die by leech loved cersei smacking down on the tyrell children i laughed for about a week after he destruction of loris poor lad he was only trying to be friendly the girl who plays sansa was great the hound was great arya was great too in fact everyone was great except for daario even i wouldnt get my dragon loving heart in a spin over him and i am desperate dany you could do so much better just because someone brings you a bag of heads doesnt mean you have to put out oh and sam and gilly are adorable although i do wonder if they have to appear quite so simple all the time like everyone else i ended the episode screaming sam pick up the fucking knife "
"825" "NZerDan" 2013-05-20 " anonnyscouse  he did name them all usurpers the usurper has been constantly used through the tv series as the person who steals a  my crown hence stannis naming balon robb  jofferey before throwing the leeches on the grill "
"826" "Bluedylan" 2013-05-20 " anonnyscouse  and maybe daario is a facechanger guy "
"827" "Drewv" 2013-05-20 " ciwstudent  however he killed one person renly how many people yould have died had the battle gone ahead i got the impression that he would have been perfectly happy to wipe out renlys army this way was just more covenient and gave him the manpower necessary for the siege stannis doesnt care about the collective lives of soldiers on the battlefield it is the innocent and captive nature of the sacrificial boy giving him some pause "
"828" "Bluedylan" 2013-05-20 " dickvandyke  noooootired of watching bran etc walking around a set of woods in northern ireland anyway one other thingcan bran warg into a dragons mind now that could be potentially interesting "
"829" "anonnyscouse" 2013-05-20 " thenorthremembers  there were a lot of guards on patrol but in full gear daario passed as an unsullied so blended in as part of the guard jorah and barristan would not have stayed in a room while dany was bathing as much as jorah would have wanted to "
"830" "Spacedone" 2013-05-20 " mroneill  if its penis you want go and watch the latest episode of da vincis demons it was a veritable sausage fest "
"831" "seeknsanity" 2013-05-20 " greenseer  lol thanks hammered it out up thread i suppose in my efforts to help hbo take liberties with the rewriting of the story i wanted it to be the same man as the one that appeared after the actors face change would have given us book readers more to salivate over "
"832" "Bluedylan" 2013-05-20 " oh yeah love this blogcomments section because everyone points out all sorts of hidden depths and connections hmmi dont imagine shell be overly thrilled to meet her potential hubby perhaps well be getting a visit from the god of death next time around "
"833" "Spacedone" 2013-05-20 " nzerdan  well a leech sucking the blood out of it would do the trick "
"834" "Spacedone" 2013-05-20 " bluedylan  id advise avoiding the internet for a fortnight because some troll will think it is funny to spoil the end of the season just for laughs as they did for some people in the previous two seasons "
"835" "Drewv" 2013-05-20 " by which i mean he probably thought so before but thinks so even more now after that conversation "
"836" "NZerDan" 2013-05-20 " moretears  they know how to kill boners on this show "
"837" "TheNorthRemembers" 2013-05-20 " sarahhughes  he didnt expect to kill the terrifying undead creature and it was terrifying wasnt it the final part of series 2 when we last saw it it was the scariest part of this episode and very well portrayed lm looking forward to more of that i think sam earlier had a bag of dragonglass or obsidian knives that he found on the fist and did not know what to do with them maybe he still has them so left this one behind he wants to avoid using a soiled one for slaying next time  "
"838" "Drewv" 2013-05-20 " cosmonaut  one husband is a queerhis wife fks her brotherone husband is a dwarfhis wife doesnt want itthe lannister family "
"839" "TheNorthRemembers" 2013-05-20 " seeknsanity  next season will likely focus more on yunkai and dany i do like the set up lead in to it in this episode though i was hoping for a belwas with the introduction of ser selmy sigh and daario is aryas jacquen clearly ser jorah will not be happy to have this man whispering in the ear of his khaleesi i thought it was interesting that the people who we might have thought would be intimidating or threatening were not arya despised the hound but it turned out he was taking her home to her family daario posed a serious threat to dany until it was revealed that he was her ally tyrion scared sansa but in the end although dispirited was gallant towards her melisandre seemed bent on killing gendry until it transpired she only wanted to have sex with him and leech his blood as you do  in the latter connection i noticed stannis looking at her somewhat askance as if he was about to say ok i know you need his blood but did you need to have sex with him to which i guess she would reply  what for the spell not really "
"840" "seeknsanity" 2013-05-20 " mroneill  well i fully support any effort to show more penis i think in this case scores of male viewers might have fainted at actually seeing the leech attached to his nether parts "
"841" "Drewv" 2013-05-20 " beadster  we know that it was the knife because it was set up like that in the story with foreshadowing it was less clear to sam though he should still have guessed it remember that in many ancient stories such as the achilles myth and the siegfried legend what kills an apparently invulnerable warrior is not some magical weapon but stabbing the warrior in the right spot achilles in the heel siegfriedin the back someone mindful of those stories could have easily have made the same mistake as sam "
"842" "Eibhlinhegarty" 2013-05-20 " bluedylan  and i wonder if well get to meet aryas betrothed remember the deal was not just that robb would marry one of waldorf freys daughters but also that arya would marry one of his sons "
"843" "dickvandyke" 2013-05-20 " i completely agree with sarah that this episode was all the better because they didnt try and cram in too many storylines hopefully the next episode will do the same thing only focusing on jon snow rob stark and bran and rickon "
"844" "seeknsanity" 2013-05-20 " pohjantuuli  yes she seemed rather amused by it funny scene despite the worst wedding reception ever i laughed when loras on the balcony and drunken tyrion had their shared moment of misery "
"845" "TheNorthRemembers" 2013-05-20 " ciwstudent  what i have found one of the most interesting aspects of got since the shadowbaby scene last season is the question of stannis ethics in the got universe his actions are considered dishonourable and somehow cheating however he killed one person renly how many people would have died had the battle gone ahead in this episode a similar problem is brought up is it unethical to kill one person to save millions of others its the old hiroshima question i guess but its good when philosophy and ethics is introduced  i was amused by sam saying to gilly that theres no real philosophical difference between winking and blinking and her quick retort that indeed there is a matter of intention that seemed to take him aback "
"846" "MRONeill" 2013-05-20 " seeknsanity  absolutely  without him i believe sansa wouldve been raped and tortured on more than one occasion just like he questions the honor of being a knight i think he questions the honor of admitting doing anything decentand not in a ive got to pretend to be tough sort of way because lets be honest hes not pretending the hound has been tortured literally by his brother his entire life  setting aside micah hes quite disgusted by the abuse of the weaker by the stronger we knew there was a reason the lord of light spared his life "
"847" "Greenseer" 2013-05-20 " sunnyone  he certainly did "
"848" "Drewv" 2013-05-20 " englishdisco  loras must be thinking the same thing about cerseis by now "
"849" "SarahHughes" 2013-05-20 " cosmonaut  but its not really stupidity to drop the knife and run so much as panic we might see it as stupid but i dont know that i would remember to keep hold of the knife in that situation "
"850" "Greenseer" 2013-05-20 " sarahhughes  gods from the sublime to the ridiculous "
"851" "Bluedylan" 2013-05-20 " great spot unless youve read the books and know it all anyway still interesting observation either way does valar morghulis mean all men must die and if he is a facechanger guyis he jaqen or another what are the possible repercussions "
"852" "seeknsanity" 2013-05-20 " mroneill  i think the hound was showing his decency back when he stopped his brother from killing loras even when dealing with sansa it was clear there were certain thresholds he was not willing to cross especially the scene where he wanted to take her out of there i thought in his own way he was trying to rescue her from the joffrey "
"853" "MRONeill" 2013-05-20 " thenorthremembers  well i fully support any effort to show more penis is there a petition i can sign frankly its only fair at this point last weeks scene with robb and talisa he just happens to be put a robe before he turns around come on i understand the misogynist theme of the era but surely they were equally unprude when it came to male anatomy "
"854" "beadster" 2013-05-20 " khw333  as others have pointed out shes fourteen in the story at least "
"855" "Cosmonaut" 2013-05-20 " pohjantuuli  her bit at the wedding reminded me of a song about norwich city fans to the theme of the addams family your sister is your mother your uncle is your brotheryou all fk one another the norwich family "
"856" "Greenseer" 2013-05-20 " seeknsanity  people people daario is not jaqen jaqen was played by tom wlaschiha daario is played by ed skrein "
"857" "beadster" 2013-05-20 " seeknsanity  nope it was clearly visible in the snow after the zombie had shattered "
"858" "TheNorthRemembers" 2013-05-20 " mroneill  laughing out loud at cerseis cruelty makes me wonder is she losing it a bit surely there must be consequences for threatening the life of her future daughterinlawsisterinlaw perfectly played in return by margery continuing the smiles across the room the lorascersei marriage alliance in briefloras you know we have a saying in highgarden cersei shut the fuck up "
"859" "Moreisless" 2013-05-20 " sarahhughes  i have said this before stanniss choice should have beeen1tywin2joffrey3tommenthe north just want revenge for ned robbs character is heavily influenced by what ned had taught him and that is to make honourable choicestalisa asisde "
"860" "beadster" 2013-05-20 " cosmonaut  i was so mad about this i couldnt even wait to read the comments before mentioning it so neglected your post whilst i agree with sarah hughes that it was in character for the lovable clutz it is the equivalent of frodo getting to mount doom and saying sam have you seen my ring "
"861" "ChinofJim" 2013-05-20 " ntofr1  hodor "
"862" "TheNorthRemembers" 2013-05-20 " weewilkie  loved the scene in the bath  you know the part where her dothraki was being criticised  yes beautifully done it also showed her outward arrogance is not directed to those who service and protect her btw i guess dragons have to sleep sometime so weren’t on duty but even so it was strange that dany was left alone with just one servant "
"863" "Pohjantuuli" 2013-05-20 " i loved queen of thorns tracing the convoluted family tree priceless "
"864" "Steve Cook" 2013-05-20 " steve cook  dohits the tv series not racing to catch up "
"865" "seeknsanity" 2013-05-20 " anonnyscouse  yes youre right "
"866" "Ninnyhammer" 2013-05-20 " i cant believe that none mentioned this but one of the most brilliant lines this week weresansa and what if i never want you totyrion and now my watch begins the expressions in both the characters eyes spoke a million more words and that said it all "
"867" "Steve Cook" 2013-05-20 " sarahhughes  as martin started these books in 91 and took 5 years to get the first volume published and now over 20 years on were still only at book 5 i dont think we need to wory about the books rushing to catch up maybe the author needs to pull his finger out to avoid the books being overtaken by the serieshaving forgotten most of the details from the earlier books im just catching up to the bits i remember have i used up my allowance of references to the books yet "
"868" "Cosmonaut" 2013-05-20 " sarahhughes  i actually love that sam left it behind because it was so in character i disagree  as the muchmissed lord commander mormont james cosmo said he may be a coward but hes not stupid "
"869" "beadster" 2013-05-20 " lillybean  that was a turd sandwich indeed "
"870" "TheNorthRemembers" 2013-05-20 " ninnyhammer  lucky bastard i say that even with the leeches i guess you are not referring to titan then "
"871" "TheNorthRemembers" 2013-05-20 " idil  the look between shae and tyrion was priceless when she realized he had not bedded her shae seemed to briefly soften towards tyrion when she realised the sheets were unstained but she was harsh towards him when she first entered the bedroom sansas dreams have turned into nightmares she will surely feel even more anxious and out of her depth than usual after tyrion told her that his father has directed that the marriage be consummated what might be the sanctions over time for apparent infertility i loved the way she took a swig of wine to calm her nerves before starting to disrobe "
"872" "sunnyone" 2013-05-20 " anonnyscouse  well that will teach me to comment before ive watched the ep "
"873" "raeofsunshine" 2013-05-20 " i am mega excited for the last two episodes mega shame we have to wait an extra week but nevermind "
"874" "seeknsanity" 2013-05-20 " sarahhughes  i looked at youtube httpwwwyoutubecomwatchv52qsddbvhrc of course it is not true but they look so much alike maybe i wanted it to be "
"875" "beadster" 2013-05-20 " sarahhughes  ive read the article had a cup of tea and calmed down a bit now its just that i live in an apartment where your are supposed to keep quiet at night  its past midnight here  and this episode had me transfixed throughout but when sam  gilly ran off i literally screamed at the top of my voice the knife the kniiiiiiiiiiiiiiiiiiiiiiiiiife expletivesx10 and will have a warning notice tomorrow for sure but yes completely in character and also one character i would bet considerable money being still alive at the end of the series anyway thought the lost knife was worth pointing out maybe its the worst continuity error in the history of television another key moment for me was when sansa revealed her age to tyrion i know she has been described as recently flowered or something similar but it was quite a reality jolt when she told him she was fourteen "
"876" "Ninnyhammer" 2013-05-20 " sarahhughes  dany must really thank her luck that her words i am the heir to the iron thrones and the mother of the dragons and i will take what is mine have not reached stannis melisandre and gendry for that matter could have easily provided stannis a fourth leech "
"877" "raeofsunshine" 2013-05-20 " englishdisco  amazing "
"878" "anonnyscouse" 2013-05-20 " doswillrule  sams failure to send the ravens back was mentioned by commander mormont when sam met back up with the nights watch so not a bookonly detail "
"879" "Ninnyhammer" 2013-05-20 " cosmonaut  i was researching lena headeys skanky tattoos for purely academic purposes when i realized that she was the leonidass queen in 300 she has looked absolutely regal in that movie as well "
"880" "Bronxite" 2013-05-20 " bluedylan  youre right about that the queen of thorns is no joke she is one of my favorite characters i love all her scenes "
"881" "sunnyone" 2013-05-20 " anonnyscouse  but didnt sam slay a white walker one of the big cheeses one of the others not a wight which was once a wildling "
"882" "TheNorthRemembers" 2013-05-20 " mroneill  couldnt help but compare to last weeks scene with theon  although the act here was consummated at the risk of repeating myself  its amazing what can apparently be achieved with your trousers on a nudity accountant elsewhere reports “in season 2 melisandre got naked while stannis stayed literally fully clothed in both the scenes involving robb and his wife she is shown fully naked close up while he is shirtless in the background for a few seconds melisandre got naked again this episode while they went to absurd lengths not to show gendry below the waist in the jon and ygritte scene he was only seen briefly shirtless and never focused on like the fullynaked ygritte was shae got topless for her scenes with tyrion tyrion stayed fully clothed margaery showed her boobs renly stayed fully clothed” they tastefully edited around gendry this week so no gratuitous penis shots the show could just neutralise the nudity debate by putting in an extra five penises a season… "
"883" "SarahHughes" 2013-05-20 " cosmonaut  basically its as simple as balon named himself king of the iron islands which i think he did when theon went to see him  something about taking the iron crown and stannis sees himself as the one true and only king therefore he named all three as pretenders "
"884" "anonnyscouse" 2013-05-20 " sarahhughes  a bit less complicated than my way then haha "
"885" "anonnyscouse" 2013-05-20 " mandeleev  its a common phrase in braavos meaning all men must die an appropriate response when youve just been chose to go and murder someone including if you intend to kill those who send you instead "
"886" "Cosmonaut" 2013-05-20 " stannis burned three leeches for three of his enemies  joffrey obvious robb stark kind of obvious hes leading a breakaway faction and is king of tnorth balon greyjoy  not obvious from what weve seen are we to assume that balons unseen raiding acts have been annoying stannis or that stannis is still ticked off at the greyjoy rebellion some years back or both not complaining by the way i hate the ironborn  its their fault that theon felt the need to prove himself by taking winterfell "
"887" "mandeleev" 2013-05-20 " mandeleev  oh got it it means all men must die "
"888" "Idil" 2013-05-20 " bronxite  he made his move and she refused himdespite his treacherous past i think he would have been a better choice "
"889" "SarahHughes" 2013-05-20 " anonnyscouse  slingbox "
"890" "mandeleev" 2013-05-20 " bluedylan  when the 3 guys are choosing coins to decide who is going to be the assassin im sure the guy who chose the square coin says the words valar morghulis these are the same words that jaqen told arya to say if she ever wanted to find him when he gave her a coin when he said goodbye "
"891" "SarahHughes" 2013-05-20 " beadster  im going to consistently stand up for sam here  hes never killed anyone hes being threatened by the walking dead and hes completely taken by surprise that he manages to kill one i think its completely believable that he left the knife behind stupid sure but utterly in character "
"892" "Moreisless" 2013-05-20 " bronxite  thanks for that i did not know that most people travel away from home over the memorial weekendanyway i am getting really bored and old waiting for winds of winter "
"893" "Ninnyhammer" 2013-05-20 " singist  hate to be a pedant all pedantic comments start with something similar but a person not having read a book cannot possibly read words and sentences and then smile knowingly after being successful i feel i was infact looking forward to davos learning about aegon the conqueror from shireen "
"894" "beadster" 2013-05-20 " a great episode  in fact one of my favourites but apologies if anyone has already pointed this out but im so apoplectic with rage i barely skimmed the article let alone the comments he left the bloody magic knife bloody behind i know hes dumb but seriously "
"895" "ChinofJim" 2013-05-20 " dhulmes  stannis is probably one of the hardest characters to pull off being a blunt call a spade a spade wasp chewing humourless religous zealot but i agree stephen dillane is doing a wonderful job of making him an arresting screen presence "
"896" "anonnyscouse" 2013-05-20 " sarahhughes  guardian trickery or a contributorjournalist based in usa with a hbogo account and then a little bit of proxying "
"897" "Cosmonaut" 2013-05-20 " ninnyhammer  on a separate note if people are so queasy about marrying cersei i ninny of the house hammer would gladly wed and bed her loras is a fool if he hasnt had second thought about his sexuality watching those cheekbones she is rather attractive even if sometimes she pulls a face like shes just caught a whiff of the kings landing sewers shame that in real life lena headey has loads of skanky tattoos "
"898" "SarahHughes" 2013-05-20 " ninnyhammer  oh i absolutely love that analysis its brilliant "
"899" "Ninnyhammer" 2013-05-20 " ntofr1  hodor hodor "
"900" "Ninnyhammer" 2013-05-20 " singist  would it be that the crows and the wierwood were trying to warn sam i had a prickly feeling watching that face carved in the wierwood "
"901" "SarahHughes" 2013-05-20 " moretears  oh absolutely and it is a big holiday weekend so not that surprising im delighted personally as im in the us that weekend and was really not terribly keen about having to work on holiday "
"902" "Ninnyhammer" 2013-05-20 " chinofjim  i often think that each person around stannis portrays an aspect of his character davos  the honour an erstwhile pirates but honour nontheless melisandre  the ambition and the hunger for power selyse  the unwavering faith shireen  the small voice from the heart that is heard above all that din of davoses melisandres and selyses "
"903" "SarahHughes" 2013-05-20 " bluedylan  i have to get up and watch it when its airing in the us thanks to some guardian trickery and then write it i usually file by mid morning but obviously they have to proof read etc before posting "
"904" "SarahHughes" 2013-05-20 " anonnyscouse  oh i see interesting i really didnt think that at all i thought the whole conversation about faith between davos and stannis set up the leech bit pretty well the question of course is does melisandres magic actually work if youre davos youd say no its a fairytale designed to make stannis believe "
"905" "anonnyscouse" 2013-05-20 " seeknsanity  i thought it was considerably older and dare i say it as a straight male a lot less attractive "
"906" "Bluedylan" 2013-05-20 " bronxite  true but it was a little odd that margaery just stood there and took it sort of openmouthed i expected a seething putdown whilst she was smiling at passersby or something similar shes not up to the queen of thorns level yet who is in terms of owning people in verbal jousting "
"907" "MoreTears" 2013-05-20 " sarahhughes  sure but there is a reason why they are not showing a game of thrones episode on memorial day weekend this year hbo didnt pause for that holiday last season or the season before that and those episodes ended up being the two lowest rated episodes of their seasons  which means that the lowest rated episode last year was the spectacular blackwater episode moreisless above is correct that ratings dont really matter much to hbo since they dont have any ads but they do like to keep their subscribers happy and hbo probably sees the past ratings dips as a sign that at least a good number of their subscribers who follow gto are doing other things on memorial day weekend "
"908" "SarahHughes" 2013-05-20 " moreisless  yes thats right this is my personal guess about what will happen re the books  season 4 will be second half of asos plus some of affc and season 5 will be some of affc and some of adwd  thats how id do it anyway trimming off some of the subplots and merging 45 while spreading bits of four with parts of three "
"909" "Bronxite" 2013-05-20 " moreisless  i do not understand the reason for the memorial weekend break in the us the 2 main movies opening are ff6 and the hangover 3i thought that hbo are less influenced by fluctuating ratings  hbo still cares about ratings even though they are a subscriber service and it doesnt affect them as much most people either go away or are doing something local not staying at home watching tv memorial day weekend is the start of summer over here im going away on thursday so i wouldnt have been able to watch it on sunday night anyway although i couldve watched it on demand when i got back i think they just want bigger numbers from when it premieres "
"910" "MRONeill" 2013-05-20 " was sansa wearing green and gold brocade alas no fringe "
"911" "Bluedylan" 2013-05-20 " sarahhughes  point taken on a separate notehow do you watch and review these episodes by monday afternoon are you torrenting the show like the vast majority of us and most of the developed world "
"912" "anonnyscouse" 2013-05-20 " sunnyone  mellisandre did pull them off though so on this occasion it would have hurt "
"913" "SarahHughes" 2013-05-20 " seeknsanity  is that really true im going to have to watch jaaquens last scene because i certainly didnt notice that "
"914" "mandeleev" 2013-05-20 " catch22  i know sam you silly billy we were shouting at him after he did that perhaps he has more than one a whole collection of dragonglass hidden in his coat "
"915" "anonnyscouse" 2013-05-20 " sarahhughes  i thought there was a prayer from stannis before the ritual in the books though for me the tv way was more like arya listing her enemies before going to sleep than what it actually was "
"916" "Bluedylan" 2013-05-20 " sarahhughes  and who on earth would rather see michael douglas camping it up to the max rather than ep9 of got the traditional powerhouse episode of the season i agree with moreislesshbo are always going on about exciting unconventional approaches to tv and different revenue streams etc "
"917" "Moreisless" 2013-05-20 " sarahhughes  i presume that the liberace biopic is only going to be shown in the states  do you know whether we are only going to get 1 series a year or a springfall 2 series a year the tv series still has to do the 2nd half of sos plus all of foc and dwd that would be 3 years to catch up with the books "
"918" "Bronxite" 2013-05-20 " bluedylan  i think in a battle of wits margaery would jack cersei ass up to me it came off as cersei knew she was outmatched so she didnt even bother to try that story she told too was so whatever the lannisters would not have survived if it wasnt for the tyrells tywin told cersei they would have lost if it werent for the tyrells if the qot packed up and took her shit with her either robb or stannis would own their asses "
"919" "seeknsanity" 2013-05-20 " anonnyscouse  yes his face changed to the one we are seeing now you are probably right in that hey didnt intend it just didnt want to hire another actor probably "
"920" "anonnyscouse" 2013-05-20 " ninnyhammer  long hair and long facial hair seems quite common amongst wildlings and the eyes are the indicator of what theyve become so they are likely to look similar "
"921" "SarahHughes" 2013-05-20 " anonnyscouse  i dont think the exact reason is needed as to be honest the only reason we know that in the books is because were reading it from davoss internal viewpoint spelling it out on tv wouldnt work at all "
"922" "Ninnyhammer" 2013-05-20 " moretears  also i would believe that youd do that to the tunes of nyancat this indeed was my purpose on this planet "
"923" "sunnyone" 2013-05-20 " ninnyhammer  nah thats got to be myth blood is blood tavern girls is the same as roberts but its true that leeches are again being used for medical purposes  i saw an item about in on the tv news a year or two ago anonnyscouse  i dont think youre supposed to pull them off you can make them lose their grip by pouring salt on them or burning them with a cigarette what you can learn by watching movies or just let them drop off when theyre full "
"924" "Ninnyhammer" 2013-05-20 " ntofr1  i am not totally convinced about the second sons from what we saw firstly daario by the looks of it is too cunningslippery to be trusted secondly did the yunkish threaten the mother of the dragons on the basis of a sellsword company i would believe not they definitely have something up the sleeve or behind those massive walls i hope there is or dany should conquer another slave city very easily "
"925" "Drewv" 2013-05-20 " bronxite  idil  give dany a break shes been running around in a desert with 8000 dudes who got their packages cut off as part of their training and 2 old men  old but devoted she has got something of a harem now doesnt she if she were smart she would conquer that city and retire there let the former slaves live out their lives in peace while worshipping her only problem is that the harem three might not settle for that "
"926" "anonnyscouse" 2013-05-20 " sarahhughes  not the exact reason he was naming them which singist alluded to but the tv series has left out but the books mentioned explicitly "
"927" "sunnyone" 2013-05-20 " singist  it may very well be a jungle in there as well "
"928" "anonnyscouse" 2013-05-20 " seeknsanity  theyre both bravosi i believe so a likeness can be expected i dont think theyre set up to be the same character didnt jacquens face change considerably in his last scene "
"929" "doswillrule" 2013-05-20 " deletethispost  lots of ravens escaped in the battle at the fist of the first men when sam was supposed to send some back to castle black although that may be a bookonly detail "
"930" "SarahHughes" 2013-05-20 " anonnyscouse  it was  he called them the pretender etc etc so its clear that hes ill wishing those who lay claim to the throne "
"931" "singist" 2013-05-20 " 3rdpig  so are crows though as in the threeeyed crow "
"932" "Ninnyhammer" 2013-05-20 " was it just me or the white walker that sam killed looked exactly like the one on the horse that crossed sams path in the season 2 finale it is that or all white walkers are clones of each other on a separate note if people are so queasy about marrying cersei i ninny of the house hammer would gladly wed and bed her loras is a fool if he hasnt had second thought about his sexuality watching those cheekbones "
"933" "SarahHughes" 2013-05-20 " moreisless  theyre showing steven soderberghs liberace biopic in that slot "
"934" "Drewv" 2013-05-20 " singist  not if you shave it "
"935" "anonnyscouse" 2013-05-20 " singist  i was wondering if what stannis was doing with the leeches came across to nonbookreaders i dont think it was even mentioned why he was naming people "
